"id","lon","lat","date","d15n"
"1802",103.484504,29.601199,1929,2.865963732
"1827",112.58359,29.604431,1929,2.233401136
"122",118.845842,32.069538,1929,1.415014487
"600",118.845842,32.069538,1929,-0.335238888
"780",118.845842,32.069538,1929,-1.96914074
"180",114.065372,23.259964,1930,6.54923506
"434",113.415045,24.186062,1930,-0.471063504
"627",113.415045,24.186062,1930,0.079979321
"818",112.287012,24.726017,1930,3.313937938
"415",118.691601,25.362094,1930,0.616568561
"549",107.886969,25.411157,1930,-0.36701892
"1575",118.241094,25.491494,1930,-1.604502057
"352",117.79245,26.3973,1930,-0.88084285
"474",107.981121,26.566853,1930,-0.395117284
"582",107.981121,26.566853,1930,6.321311955
"587",107.981121,26.566853,1930,6.080384111
"194",113.152068,27.252634,1930,-1.159928903
"1758",111.971228,27.635693,1930,-0.924327799
"328",111.971228,27.635693,1930,1.950467491
"538",111.971228,27.635693,1930,2.491717914
"626",108.614212,27.940122,1930,0.654269825
"913",108.614212,27.940122,1930,0.606950821
"1494",108.614212,27.940122,1930,1.571492276
"1033",108.614212,27.940122,1930,1.263900083
"862",108.614212,27.940122,1930,1.027666249
"17",107.867857,28.347544,1930,-2.877110257
"722",107.444031,28.55004,1930,0.692602561
"1117",103.484504,29.601199,1930,1.100025717
"1349",103.484504,29.601199,1930,-3.957316121
"663",103.484504,29.601199,1930,0.099920875
"1854",119.40043,30.337445,1930,-0.957018821
"1217",119.40043,30.337445,1930,0.401582496
"136",110.946977,22.354546,1931,-2.160925567
"710",108.660293,24.066441,1931,-0.572250144
"1053",113.415045,24.186062,1931,1.823448985
"1576",118.222451,25.649147,1931,-1.024292433
"370",117.79245,26.3973,1931,2.503623389
"1126",117.79245,26.3973,1931,7.31116405
"475",108.614212,27.940122,1931,-1.463090578
"1190",108.614212,27.940122,1931,0.242352374
"1218",119.40043,30.337445,1931,0.195172974
"922",109.511909,18.252847,1932,6.519829221
"38",110.358891,19.681434,1932,-0.246773048
"613",110.358891,19.681434,1932,-0.188312217
"574",110.358891,19.681434,1932,0.462918093
"865",110.006755,19.738521,1932,-1.495502476
"225",107.904118,21.890969,1932,-2.901848258
"167",110.946977,22.354546,1932,0.110634655
"277",112.553333,23.175,1932,7.437576062
"94",112.553333,23.175,1932,5.933353301
"1138",101.990157,24.070051,1932,0.054594589
"334",116.122239,24.288615,1932,0.435223235
"101",116.122239,24.288615,1932,-1.342619421
"409",116.695196,24.347783,1932,-0.612347574
"95",116.695196,24.347783,1932,-1.366291245
"1148",112.626495,24.466675,1932,1.14674867
"874",112.626495,24.466675,1932,0.961404758
"630",113.347519,25.130136,1932,3.64071813
"530",112.948772,25.399792,1932,-2.481403186
"87",116.124745,26.894748,1932,-1.075081385
"1882",112.887584,27.218283,1932,-0.912893391
"1535",104.048289,27.625419,1932,0.160223941
"4",116.061101,27.764394,1932,-1.298407879
"890",116.061101,27.764394,1932,3.459499609
"1350",108.614212,27.940122,1932,-1.820058836
"494",108.614212,27.940122,1932,-0.572921477
"861",108.614212,27.940122,1932,-2.106473405
"667",105.697472,28.590337,1932,-0.669341705
"1550",102.50768,28.639801,1932,1.603404826
"826",115.858121,28.683213,1932,0.976823066
"719",115.858121,28.683213,1932,6.768763185
"1492",115.549248,28.844507,1932,1.368542294
"198",115.549248,28.844507,1932,3.601124203
"1063",103.484504,29.601199,1932,0.610447082
"1853",121.406995,29.655143,1932,-1.590312004
"688",109.511909,18.252847,1933,1.190080088
"1825",109.511909,18.252847,1933,0.466306483
"559",109.511909,18.252847,1933,6.094878871
"441",108.651775,19.095361,1933,-2.261851974
"1109",108.651775,19.095361,1933,-1.691391549
"1296",110.358891,19.681434,1933,0.818519259
"968",110.006755,19.738521,1933,0.35677054
"451",107.904118,21.890969,1933,-0.46099813
"464",104.216248,23.400733,1933,-2.957523611
"1534",104.216248,23.400733,1933,2.820839648
"335",113.056031,23.681764,1933,1.47272374
"821",114.130342,24.350347,1933,0.811825055
"900",114.130342,24.350347,1933,1.069487526
"937",114.130342,24.350347,1933,-1.906985084
"1275",121.406995,29.655143,1933,-1.824124697
"1800",102.758317,30.066713,1933,-2.941533522
"1380",118.115041,30.13902,1933,-3.083523471
"1201",118.115041,30.13902,1933,-0.544856131
"1357",118.115041,30.13902,1933,-4.007353751
"1832",118.115041,30.13902,1933,-0.501297992
"1891",118.115041,30.13902,1933,2.30981114
"1303",118.115041,30.13902,1933,-3.459771773
"1304",118.115041,30.13902,1933,-3.841450326
"1720",118.175982,30.167793,1933,1.127706387
"1793",119.40043,30.337445,1933,4.584530591
"1794",119.40043,30.337445,1933,-1.381905737
"1570",118.000243,30.579599,1933,0.786469076
"1551",102.814531,30.6368126,1933,-2.133376164
"1715",122.77847,30.713211,1933,3.660563457
"1485",122.77847,30.713211,1933,2.908143669
"1913",122.77847,30.713211,1933,4.557106907
"1569",122.77847,30.713211,1933,3.985626083
"161",118.845842,32.069538,1933,0.664228388
"162",118.845842,32.069538,1933,0.648606536
"1379",118.280557,32.275966,1933,0.711840743
"1824",108.651775,19.095361,1934,-3.096658376
"1783",110.358891,19.681434,1934,0.992460113
"230",107.904118,21.890969,1934,-2.830409206
"445",107.983626,22.153672,1934,1.370349285
"1074",110.727043,22.589704,1934,0.07081856
"262",112.044491,22.915094,1934,-0.307222486
"1432",103.687612,22.98356,1934,-0.619264385
"330",103.687612,22.98356,1934,2.266960196
"348",103.687612,22.98356,1934,1.722596142
"132",103.687612,22.98356,1934,0.331255113
"147",103.687612,22.98356,1934,-2.319767657
"1154",113.143313,23.028904,1934,3.488649698
"245",98.689163,24.586695,1934,-1.387870897
"282",98.689163,24.586695,1934,-1.944363512
"1116",114.530125,24.742403,1934,2.310885881
"1140",114.530125,24.742403,1934,-0.315757705
"617",114.530125,24.742403,1934,-0.700795776
"1333",114.530125,24.742403,1934,3.581262061
"929",114.530125,24.742403,1934,-0.439084038
"1024",114.530125,24.742403,1934,0.78209552
"866",114.530125,24.742403,1934,-0.556540304
"1210",118.520491,24.905525,1934,-1.542446543
"203",114.789873,24.911069,1934,-0.44469751
"239",114.789873,24.911069,1934,1.626952178
"425",114.789873,24.911069,1934,-1.251640481
"456",114.789873,24.911069,1934,-0.123315244
"1182",114.789873,24.911069,1934,-0.485765152
"146",114.789873,24.911069,1934,1.206650662
"1124",114.789873,24.911069,1934,-2.488475803
"421",112.948772,25.399792,1934,1.088781311
"424",112.948772,25.399792,1934,-2.857671234
"1322",112.948772,25.399792,1934,4.90608966
"1066",112.948772,25.399792,1934,1.090634592
"1067",112.948772,25.399792,1934,-1.344500022
"126",110.951771,25.680304,1934,-1.358484092
"25",107.52214,26.254092,1934,-8.25966942
"102",116.020606,29.579038,1934,-2.571667577
"1508",116.020606,29.579038,1934,2.216913752
"243",116.020606,29.579038,1934,-0.014991909
"1045",106.351797,29.86781,1934,-2.967844237
"1914",122.77847,30.713211,1934,2.769882618
"346",101.890358,30.878577,1934,-1.07416757
"1790",109.715304,32.318255,1934,-3.411867463
"1941",109.511909,18.252847,1935,1.025176716
"742",110.037504,18.506048,1935,0.403617278
"1089",109.70259,18.63913,1935,5.234061383
"469",109.70259,18.63913,1935,0.009419355
"1236",109.70259,18.63913,1935,0.264920629
"69",109.70259,18.63913,1935,-1.173943559
"1088",108.651775,19.095361,1935,0.925525157
"1533",100.905165,22.075801,1935,-2.375235208
"827",108.366129,22.817239,1935,10.57014822
"793",108.366129,22.817239,1935,4.111559588
"412",113.264435,23.129163,1935,0.790443592
"226",111.279115,23.476963,1935,4.714778759
"49",111.279115,23.476963,1935,-0.629935546
"1118",106.639586,24.516445,1935,3.630460597
"661",113.275883,24.776078,1935,2.315062914
"708",108.614212,27.940122,1935,2.770794133
"1061",108.614212,27.940122,1935,-1.846078645
"1732",114.444854,28.105689,1935,3.94332887
"1714",121.042676,29.149997,1935,6.265608212
"1486",121.042676,29.149997,1935,3.066202361
"1869",118.115041,30.13902,1935,1.724250078
"1200",118.115041,30.13902,1935,0.927902647
"144",118.115041,30.13902,1935,-3.600785249
"1890",118.115041,30.13902,1935,-2.469675883
"1571",118.115041,30.13902,1935,2.754776891
"853",104.066541,30.572269,1935,2.468524816
"854",104.066541,30.572269,1935,1.777798626
"856",109.70259,18.63913,1936,6.678619253
"398",109.173055,18.75026,1936,-1.381033375
"756",108.651775,19.095361,1936,2.426262595
"970",101.564636,21.459233,1936,10.50002416
"969",100.452548,21.957354,1936,3.362601211
"88",102.172963,23.095016,1936,0.691751649
"1928",102.172963,23.095016,1936,-1.46093568
"791",110.392149,23.539137,1936,1.894043419
"912",110.249136,24.430037,1936,0.430283333
"973",110.249136,24.430037,1936,2.540105714
"209",101.528369,25.045532,1936,3.022880687
"219",105.649861,25.385765,1936,2.250665345
"1748",107.69747,26.060797,1936,-2.532343903
"1038",119.131725,26.150047,1936,-1.464603375
"534",106.470715,26.556079,1936,3.837752832
"1096",106.685047,27.130533,1936,1.260765726
"788",112.887584,27.218283,1936,1.527285533
"1579",112.887584,27.218283,1936,1.429344027
"1114",117.492534,27.340327,1936,1.398254035
"457",117.492534,27.340327,1936,-0.007129558
"507",117.492534,27.340327,1936,-0.459623294
"1125",117.492534,27.340327,1936,-0.754874856
"876",117.492534,27.340327,1936,-1.330780077
"546",118.03531,27.756648,1936,-1.138901376
"751",118.03531,27.756648,1936,-0.258416307
"1080",120.258232,30.024876,1936,1.135100188
"1771",102.92826,30.144084,1936,6.357968593
"1801",102.814531,30.6368126,1936,-2.136685137
"606",109.20738,21.660585,1937,3.746374682
"605",108.353847,21.68686,1937,1.858811855
"590",108.353847,21.68686,1937,10.55259197
"150",107.904118,21.890969,1937,-1.620089271
"1084",108.654147,21.979934,1937,-0.486416319
"50",106.56131,24.347557,1937,2.561749748
"1837",106.56131,24.347557,1937,-0.657412827
"752",107.541245,24.975631,1937,-3.542509715
"98",110.290195,25.273566,1937,0.316117007
"1757",112.948772,25.399792,1937,0.385220264
"323",112.948772,25.399792,1937,0.46645446
"1032",112.948772,25.399792,1937,-1.083080784
"959",112.948772,25.399792,1937,-0.755875777
"1635",112.948772,25.399792,1937,0.991740614
"1005",110.67167,25.611705,1937,3.21287065
"1248",110.6527,26.042443,1937,-2.628924022
"276",118.181894,26.637457,1937,-0.461071927
"681",118.181894,26.637457,1937,0.268275654
"1211",118.181894,26.637457,1937,4.717413185
"914",118.181894,26.637457,1937,3.874608777
"1039",118.181894,26.637457,1937,1.937982446
"857",118.181894,26.637457,1937,0.034154661
"1883",112.887584,27.218283,1937,0.968401749
"1580",112.887584,27.218283,1937,0.53085849
"382",105.697472,28.590337,1937,5.078068162
"1770",103.484504,29.601199,1937,4.721789933
"496",106.395569,29.805098,1937,-1.301512578
"628",99.92846,24.580424,1938,-0.043201575
"298",113.275883,24.776078,1938,-1.644613664
"916",113.275883,24.776078,1938,0.323195374
"842",109.256334,25.065934,1938,0.642629528
"358",112.948772,25.399792,1938,-2.0883688
"1047",112.948772,25.399792,1938,1.846441202
"1749",107.465407,27.749055,1938,-0.896799976
"1917",109.715304,32.318255,1938,0.754195064
"268",100.833877,24.446731,1939,0.034118461
"624",100.833877,24.446731,1939,-0.434609129
"643",100.833877,24.446731,1939,1.066291486
"644",100.833877,24.446731,1939,2.229199725
"240",101.413087,25.607136,1939,6.270293612
"293",103.484504,29.601199,1939,1.694537131
"1414",103.484504,29.601199,1939,-2.992942426
"461",106.351797,29.86781,1939,-4.589150397
"1020",106.351797,29.86781,1939,-0.583766266
"1177",115.971978,29.938515,1939,-1.259802506
"124",111.198731,30.467146,1939,1.529879334
"1789",110.340756,31.042324,1939,2.001254058
"1176",110.340756,31.042324,1939,-2.616828098
"511",110.340756,31.042324,1939,-2.499580782
"1918",110.340756,31.042324,1939,2.74067199
"1564",110.340756,31.042324,1939,-2.467724335
"1000",103.687021,22.921128,1940,-0.767444654
"1137",103.687021,22.921128,1940,3.711135174
"339",103.687021,22.921128,1940,5.217990963
"296",105.630999,23.625283,1940,0.742206634
"462",105.630999,23.625283,1940,-0.465357718
"467",105.630999,23.625283,1940,1.47166404
"390",105.630999,23.625283,1940,-2.342863038
"1845",105.630999,23.625283,1940,2.825318325
"971",105.630999,23.625283,1940,2.68096921
"952",105.630999,23.625283,1940,1.898392938
"1245",100.833877,24.446731,1940,1.26414807
"625",98.253203,24.58352,1940,-0.410322998
"1532",103.141307,24.919705,1940,-3.528022375
"1611",104.895489,25.092053,1940,2.384501935
"1809",107.465407,27.749055,1940,-0.429298032
"1896",107.465407,27.749055,1940,2.379614518
"1897",107.465407,27.749055,1940,5.217934782
"1640",103.522654,29.591243,1940,-0.606026907
"990",103.484504,29.601199,1940,-0.793506807
"1113",103.484504,29.601199,1940,-3.714505911
"1194",103.484504,29.601199,1940,0.47285931
"500",103.484504,29.601199,1940,-0.415183717
"1011",103.484504,29.601199,1940,0.457417303
"1012",103.484504,29.601199,1940,-0.280194757
"713",103.484504,29.601199,1940,-1.662553237
"1548",103.484504,29.601199,1940,0.62225962
"1461",106.351797,29.86781,1940,-1.451662311
"1641",106.351797,29.86781,1940,-0.807416054
"1782",110.492335,19.239994,1941,4.779168458
"840",113.275883,24.776078,1941,2.730089755
"1729",118.294048,25.321565,1941,2.131800047
"1755",112.948772,25.399792,1941,3.781014085
"367",112.948772,25.399792,1941,1.344462913
"753",112.948772,25.399792,1941,0.598107627
"1023",112.948772,25.399792,1941,2.730814198
"811",118.241094,25.491494,1941,4.847652818
"812",118.241094,25.491494,1941,1.959241467
"1347",103.522654,29.591243,1941,0.726761881
"1768",103.484504,29.601199,1941,2.621294883
"1769",103.484504,29.601199,1941,-2.570648789
"1413",103.484504,29.601199,1941,0.543426278
"1195",103.484504,29.601199,1941,-0.216254058
"1798",103.484504,29.601199,1941,-2.60187979
"1799",103.484504,29.601199,1941,-2.450969458
"715",103.484504,29.601199,1941,0.242432502
"1549",103.484504,29.601199,1941,-6.138688087
"1121",103.484504,29.601199,1941,-1.180145554
"1094",113.347519,25.130136,1942,2.256907711
"331",113.347519,25.130136,1942,-0.209014106
"354",113.347519,25.130136,1942,-0.030907215
"156",113.347519,25.130136,1942,-0.589503626
"497",113.347519,25.130136,1942,1.942500384
"92",113.347519,25.130136,1942,0.97967017
"164",113.347519,25.130136,1942,-1.666690765
"247",113.347519,25.130136,1942,-4.34885315
"995",115.393922,25.136927,1942,0.605025218
"232",115.393922,25.136927,1942,-0.404293024
"1739",115.393922,25.136927,1942,2.694731674
"27",115.393922,25.136927,1942,0.407234244
"1812",115.393922,25.136927,1942,3.161607802
"909",115.393922,25.136927,1942,0.968622219
"1056",115.393922,25.136927,1942,0.623772647
"83",115.393922,25.136927,1942,-0.522820674
"89",115.393922,25.136927,1942,1.405900272
"580",115.393922,25.136927,1942,6.177804839
"1108",115.393922,25.136927,1942,0.462946845
"1601",115.393922,25.136927,1942,-0.677109803
"1632",115.393922,25.136927,1942,-1.273825303
"980",112.948772,25.399792,1942,-0.279107142
"1083",112.948772,25.399792,1942,-0.185546904
"322",112.948772,25.399792,1942,-0.1825187
"327",112.948772,25.399792,1942,-1.510854673
"384",112.948772,25.399792,1942,-3.617567292
"104",112.948772,25.399792,1942,-3.307530822
"635",112.948772,25.399792,1942,2.161945132
"1021",112.948772,25.399792,1942,0.917182082
"555",112.948772,25.399792,1942,-1.81806718
"249",112.948772,25.399792,1942,0.257779851
"1634",112.948772,25.399792,1942,0.044328925
"1401",118.932592,25.866695,1942,-0.390334764
"1320",118.932592,25.866695,1942,-3.527938827
"1499",118.932592,25.866695,1942,2.570744828
"1027",118.932592,25.866695,1942,-3.296394647
"1756",111.666258,25.957369,1942,2.559140908
"785",111.666258,25.957369,1942,5.768270788
"692",117.79245,26.3973,1942,0.647492642
"729",117.79245,26.3973,1942,1.269648951
"732",117.79245,26.3973,1942,3.77155969
"741",107.465407,27.749055,1942,1.880744886
"1808",107.496151,27.751282,1942,1.015793329
"1412",103.522654,29.591243,1942,0.347415995
"1348",103.522654,29.591243,1942,-1.162928849
"1064",103.484504,29.601199,1942,-1.276291491
"1092",108.353847,21.68686,1943,4.079535853
"593",108.353847,21.68686,1943,0.630139026
"1086",108.654147,21.979934,1943,0.830200778
"1778",108.654147,21.979934,1943,3.538858768
"619",108.654147,21.979934,1943,1.770599066
"1945",108.654147,21.979934,1943,0.691527096
"579",108.654147,21.979934,1943,-1.752357462
"769",104.785547,23.380312,1943,1.009696615
"1927",105.83253,23.387441,1943,0.807708564
"685",104.672597,23.437782,1943,1.695295912
"1846",104.672597,23.437782,1943,-1.133733673
"436",114.700447,23.743538,1943,0.228976375
"1147",113.415045,24.186062,1943,-1.149780476
"499",113.415045,24.186062,1943,-0.333597646
"189",113.415045,24.186062,1943,1.586937373
"279",113.347519,25.130136,1943,0.391287819
"1402",118.932592,25.866695,1943,-0.573740101
"1208",118.932592,25.866695,1943,4.151319178
"1209",118.932592,25.866695,1943,0.386213699
"1319",118.932592,25.866695,1943,-1.97020014
"145",118.932592,25.866695,1943,1.282136256
"522",118.932592,25.866695,1943,-1.06772632
"1500",118.932592,25.866695,1943,1.728326888
"1040",118.932592,25.866695,1943,1.470700698
"447",112.887584,27.218283,1943,-0.256813486
"540",112.887584,27.218283,1943,-4.4750377
"1811",116.020606,29.579038,1943,-0.811947829
"121",108.353847,21.68686,1944,-2.916846392
"1019",108.353847,21.68686,1944,-2.319500459
"423",112.887584,27.218283,1944,0.04827376
"190",112.887584,27.218283,1944,0.382953867
"1134",112.887584,27.218283,1944,0.592140379
"1633",112.887584,27.218283,1944,0.438977599
"841",115.259872,24.100066,1945,-0.709255253
"988",112.080659,24.567695,1945,1.009580335
"372",112.080659,24.567695,1945,-3.335203209
"819",112.080659,24.567695,1945,2.418346785
"892",100.267638,25.606486,1945,-1.062156253
"1062",100.267638,25.606486,1945,-1.298518996
"1531",100.267638,25.606486,1946,-2.137792124
"199",115.749167,28.196895,1946,1.361298128
"1407",116.020606,29.579038,1946,-5.07979858
"670",116.020606,29.579038,1946,4.200772569
"1781",109.533707,18.23167,1947,10.99598386
"1234",109.533707,18.23167,1947,6.302230851
"1235",109.533707,18.23167,1947,7.951612008
"1823",109.533707,18.23167,1947,6.270462686
"1939",109.533707,18.23167,1947,4.157739437
"1940",109.533707,18.23167,1947,1.222590948
"1559",109.533707,18.23167,1947,-1.377438229
"224",108.46435,22.759892,1947,1.086726502
"919",104.702799,23.125714,1947,0.64977939
"939",110.811287,24.16948,1947,1.374967211
"846",110.290195,25.273566,1947,-1.133072168
"551",112.948772,25.399792,1947,-3.548381434
"586",115.815272,28.692445,1947,-0.290799838
"192",115.815272,28.692445,1947,3.907742924
"1331",116.020606,29.579038,1947,2.535195325
"406",110.392149,23.539137,1948,0.304569708
"1326",110.392149,23.539137,1948,-0.765762649
"766",110.392149,23.539137,1948,1.032676233
"706",110.392149,23.539137,1948,1.393440971
"746",110.392149,23.539137,1948,4.484849394
"429",116.171355,24.6587,1948,-1.727008619
"151",116.171355,24.6587,1948,-0.366586855
"91",116.171355,24.6587,1948,3.158221569
"828",116.171355,24.6587,1948,-0.395964608
"250",116.171355,24.6587,1948,1.825967474
"765",110.527578,24.802337,1948,-0.399153814
"281",110.212922,25.2369,1948,2.162716697
"1228",110.212463,25.238628,1948,5.275720055
"1227",110.290195,25.273566,1948,8.560988487
"117",110.290195,25.273566,1948,-1.292742324
"651",110.290195,25.273566,1948,-0.599324487
"1406",115.815272,28.692445,1948,2.831143337
"1181",115.815272,28.692445,1948,7.490958959
"1332",115.815272,28.692445,1948,3.303878208
"1247",109.291007,22.416537,1949,0.806318309
"596",110.290195,25.273566,1950,4.124288433
"12",112.553333,23.175,1951,1.155208036
"350",113.236146,25.976243,1951,-0.963028304
"645",113.236146,25.976243,1951,-1.928434323
"787",116.020606,29.579038,1951,6.958004523
"1302",118.115041,30.13902,1951,-3.496818924
"1295",109.70259,18.63913,1952,-3.433750253
"431",113.264435,23.129163,1952,1.720524358
"1529",102.471518,25.551332,1952,0.409429551
"1270",102.471518,25.551332,1952,-3.242646884
"1639",103.522654,29.591243,1952,-1.342138665
"1766",103.484504,29.601199,1952,5.001291155
"1767",103.484504,29.601199,1952,1.093683798
"62",103.484504,29.601199,1952,1.184853556
"745",103.484504,29.601199,1952,-0.890867549
"1483",119.40043,30.337445,1952,2.287130152
"1233",108.651775,19.095361,1953,4.256100541
"1925",103.93935,22.529404,1953,3.329449754
"975",103.93935,22.529404,1953,2.243237722
"1430",103.687612,22.98356,1953,0.626075064
"1431",103.687612,22.98356,1953,-1.429089221
"347",103.687612,22.98356,1953,-1.598833684
"917",115.775788,23.932409,1953,1.441950423
"1728",117.647481,24.512949,1953,2.597653964
"813",112.287012,24.726017,1953,-2.364373173
"609",110.212463,25.238628,1953,-0.106989225
"1007",110.212463,25.238628,1953,-0.528768262
"782",110.212463,25.238628,1953,-1.547926167
"1530",103.036913,25.33861,1953,1.753012469
"30",110.553713,26.963472,1953,1.231012113
"427",110.146705,27.337216,1953,1.068661392
"637",110.146705,27.337216,1953,2.358056119
"63",110.146705,27.337216,1953,-3.651701632
"550",110.146705,27.337216,1953,4.559702924
"1754",109.482078,28.57203,1953,9.657956081
"113",116.397051,31.522561,1953,-3.741852089
"1450",116.397051,31.522561,1953,3.361654218
"468",109.70259,18.63913,1954,-0.923786817
"1821",109.70259,18.63913,1954,-1.00326548
"1294",109.70259,18.63913,1954,-1.043294165
"44",109.451474,19.224872,1954,-0.005391394
"903",109.451474,19.224872,1954,1.83212223
"557",109.808508,19.785676,1954,4.195830197
"135",103.687612,22.98356,1954,-2.533741774
"768",103.687612,22.98356,1954,2.873634082
"642",110.67167,25.611705,1954,0.126401709
"297",110.011238,25.797931,1954,-0.185470617
"407",110.011238,25.797931,1954,0.253268498
"537",112.887584,27.218283,1954,-0.749793206
"363",110.146705,27.337216,1954,1.550097898
"1822",109.70259,18.63913,1955,0.046778789
"242",109.838389,19.033369,1955,2.549543647
"1104",108.651775,19.095361,1955,-0.059959053
"264",100.797777,22.007351,1955,-0.431833103
"1599",100.797777,22.007351,1955,-0.67367267
"233",100.966512,22.825066,1955,-0.989865272
"1102",109.256334,25.065934,1955,1.197092835
"1867",118.115041,30.13902,1955,-0.268594273
"1868",118.115041,30.13902,1955,-2.50970843
"1378",118.115041,30.13902,1955,-1.4540958
"1198",118.115041,30.13902,1955,-1.747662097
"1356",118.115041,30.13902,1955,-2.764210509
"1831",118.115041,30.13902,1955,-0.608911163
"1888",118.115041,30.13902,1955,1.170983332
"1301",118.115041,30.13902,1955,-1.671139327
"1851",119.40043,30.337445,1955,-0.266548973
"598",117.004044,31.715664,1955,1.101776254
"235",110.037504,18.506048,1956,1.347303872
"759",110.037504,18.506048,1956,-0.040739443
"603",109.173055,18.75026,1956,-3.682830921
"607",109.838389,19.033369,1956,-0.386754284
"558",109.838389,19.033369,1956,0.405937641
"967",109.838389,19.033369,1956,0.520124361
"71",108.651775,19.095361,1956,-2.650305104
"128",100.797777,22.007351,1956,2.018401859
"1037",100.797777,22.007351,1956,8.879242023
"175",100.797777,22.007351,1956,2.419341889
"711",100.797777,22.007351,1956,1.649311688
"845",111.247394,23.415034,1956,0.998960999
"295",114.254863,23.727737,1956,0.761287362
"1150",114.254863,23.727737,1956,-1.174923517
"100",114.254863,23.727737,1956,-4.581894185
"830",113.275883,24.776078,1956,0.082339775
"253",113.275883,24.776078,1956,0.799055199
"960",112.948772,25.399792,1956,0.072514476
"46",110.011238,25.797931,1956,-3.034580546
"794",117.492534,27.340327,1956,-1.002254969
"735",112.929444,28.19,1956,4.993227348
"1484",119.40043,30.337445,1956,0.681274654
"588",119.648273,33.04478,1956,2.633913442
"470",108.651775,19.095361,1957,-1.674123765
"966",110.006755,19.738521,1957,2.799313447
"931",108.46435,22.759892,1957,-1.773916412
"622",109.793871,23.372367,1957,1.114501529
"983",99.827698,23.473499,1957,0.130966515
"1926",99.827698,23.473499,1957,2.998825178
"123",113.415045,24.186062,1957,-1.76232816
"99",113.415045,24.186062,1957,2.505086975
"611",110.643305,24.633362,1957,-0.183595575
"393",102.162531,24.671651,1957,-2.708002089
"984",113.275883,24.776078,1957,0.781424112
"1269",103.036913,25.33861,1957,-3.735096835
"954",112.948772,25.399792,1957,-0.175930767
"673",110.011238,25.797931,1957,2.458545656
"7",107.52214,26.254092,1957,-1.087263798
"344",107.52214,26.254092,1957,0.277158592
"894",104.728142,27.123969,1957,0.221404441
"1863",105.283992,27.302589,1957,-1.3430312
"1864",105.283992,27.302589,1957,5.825475644
"1746",105.283992,27.302589,1957,12.21914418
"1747",105.283992,27.302589,1957,0.47176695
"1386",105.283992,27.302589,1957,-2.040343458
"340",105.283992,27.302589,1957,-0.148590799
"1189",105.283992,27.302589,1957,-2.577106147
"1336",105.283992,27.302589,1957,-3.377055466
"1806",105.283992,27.302589,1957,-2.222372191
"1807",105.283992,27.302589,1957,-2.921877984
"1516",105.283992,27.302589,1957,2.471576305
"1517",105.283992,27.302589,1957,-1.999046399
"666",105.283992,27.302589,1957,0.008967079
"294",118.03531,27.756648,1957,-0.771678004
"567",118.03531,27.756648,1957,1.776396379
"614",118.19124,28.436286,1957,-2.287530607
"439",105.871107,28.853642,1957,-0.862357683
"442",105.871107,28.853642,1957,-5.517311946
"1345",105.871107,28.853642,1957,-1.632082863
"1346",105.871107,28.853642,1957,-1.991782077
"103",105.871107,28.853642,1957,-1.67980494
"758",105.871107,28.853642,1957,1.548423014
"901",105.871107,28.853642,1957,0.545727475
"1546",105.871107,28.853642,1957,0.955866341
"1547",105.871107,28.853642,1957,-1.789792889
"660",105.871107,28.853642,1957,-1.70969098
"1737",116.020606,29.579038,1957,3.949629849
"284",103.484504,29.601199,1957,-0.654443163
"1014",103.484504,29.601199,1957,-0.070604754
"1199",118.323743,29.757065,1957,3.067308627
"1719",117.753846,29.834209,1957,-1.790378832
"1449",117.753846,29.834209,1957,-1.14125818
"1614",117.753846,29.834209,1957,0.472028311
"1616",117.753846,29.834209,1957,-0.525209353
"677",111.535039,30.14089,1957,-2.332201729
"1395",119.217921,30.16299,1957,-1.122080994
"1911",119.217921,30.16299,1957,-0.064600685
"1912",119.217921,30.16299,1957,3.181692181
"1419",109.488172,30.272156,1957,-1.738584759
"1372",109.488172,30.272156,1957,-2.166645729
"119",109.488172,30.272156,1957,-2.244591057
"1713",120.15507,30.274085,1957,3.165694758
"438",108.936376,30.290996,1957,-3.231381823
"1175",108.936376,30.290996,1957,1.383787726
"1852",119.40043,30.337445,1957,-0.15363135
"1367",119.40043,30.337445,1957,-1.248835049
"585",116.630796,31.087447,1957,0.411057904
"1174",110.746805,31.348196,1957,-1.314483108
"1563",110.741093,32.055542,1957,-2.239898096
"82",109.173055,18.75026,1958,-3.933470533
"299",108.654147,21.979934,1958,0.377829416
"1151",112.225335,22.69569,1958,6.517932667
"125",108.46435,22.759892,1958,-0.528322011
"763",108.46435,22.759892,1958,3.623101065
"374",115.65226,22.917576,1958,3.766948775
"140",115.32353,22.966617,1958,-1.705330925
"414",111.78578,23.143703,1958,0.368652603
"3",111.78578,23.143703,1958,1.380574443
"696",109.793871,23.372367,1958,1.325710313
"902",114.254863,23.727737,1958,0.176713178
"182",112.184652,23.911899,1958,-1.662335566
"184",114.206867,24.05976,1958,-1.542412024
"77",111.566694,24.403582,1958,0.887803089
"432",110.643305,24.633362,1958,1.384295564
"118",110.643305,24.633362,1958,4.440310323
"577",110.643305,24.633362,1958,2.03927533
"375",112.287012,24.726017,1958,-1.71884071
"935",112.287012,24.726017,1958,0.923483921
"267",109.262552,25.05907,1958,0.696722436
"48",109.262552,25.05907,1958,0.78020079
"196",109.262552,25.05907,1958,-3.007011935
"420",117.017705,25.075129,1958,-2.600630982
"834",113.749027,25.085621,1958,-1.85291681
"1317",116.427789,25.129417,1958,1.899476899
