"id","lon","lat","date","d15n"
"neonDELA_016Pinus taeda L.",-87.808008,32.535814,2019,2
"neonDELA_047Quercus pagoda Raf.",-87.800368,32.539652,2019,3.4
"neonDELA_047Quercus pagoda Raf.",-87.800368,32.539652,2019,3.7
"neonDELA_056Taxodium distichum (L.) Rich.",-87.80198,32.540988,2019,3.3
"neonDELA_056Taxodium distichum (L.) Rich.",-87.80198,32.540988,2019,4.5
"neonLENO_002Quercus phellos L.",-88.193888,31.806908,2018,4.5
"neonLENO_002Carpinus caroliniana Walter",-88.193888,31.806908,2018,4
"neonLENO_002Quercus laurifolia Michx.",-88.193888,31.806908,2018,4.1
"neonLENO_003Celtis laevigata Willd.",-88.188214,31.808316,2018,3.7
"neonLENO_003Quercus pagoda Raf.",-88.188214,31.808316,2018,4.7
"neonLENO_003Quercus pagoda Raf.",-88.188214,31.808316,2018,4.8
"neonLENO_006Quercus michauxii Nutt.",-88.187361,31.814261,2018,4
"neonLENO_006Quercus michauxii Nutt.",-88.187361,31.814261,2018,3.7
"neonLENO_006Quercus pagoda Raf.",-88.187361,31.814261,2018,3.8
"neonLENO_009Carpinus caroliniana Walter",-88.181314,31.811631,2018,0.8
"neonLENO_009Liquidambar styraciflua L.",-88.181314,31.811631,2018,-0.4
"neonLENO_009Quercus pagoda Raf.",-88.181314,31.811631,2018,2.2
"neonLENO_007Quercus laurifolia Michx.",-88.202238,31.812516,2018,1.7
"neonLENO_007Quercus laurifolia Michx.",-88.202238,31.812516,2018,1.7
"neonLENO_007Liquidambar styraciflua L.",-88.202238,31.812516,2018,2.5
"neonLENO_007Quercus laurifolia Michx.",-88.202238,31.812516,2018,1.3
"neonLENO_005Platanus occidentalis L.",-88.181484,31.82786,2018,1
"neonLENO_005Platanus occidentalis L.",-88.181484,31.82786,2018,0.7
"neonLENO_005Quercus pagoda Raf.",-88.181484,31.82786,2018,0.6
"neonLENO_011Celtis laevigata Willd.",-88.183042,31.825952,2018,1.4
"neonLENO_011Liquidambar styraciflua L.",-88.183042,31.825952,2018,2.7
"neonLENO_011Quercus phellos L.",-88.183042,31.825952,2018,5.4
"neonLENO_004Celtis laevigata Willd.",-88.182318,31.821083,2018,2.5
"neonLENO_004Celtis laevigata Willd.",-88.182318,31.821083,2018,2.5
"neonLENO_004Quercus phellos L.",-88.182318,31.821083,2018,2.7
"neonLENO_004Carpinus caroliniana Walter",-88.182318,31.821083,2018,2.6
"neonLENO_063Carpinus caroliniana Walter",-88.160393,31.855414,2018,3.1
"neonLENO_063Liquidambar styraciflua L.",-88.160393,31.855414,2018,1.7
"neonLENO_063Liquidambar styraciflua L.",-88.160393,31.855414,2018,-0.3
"neonLENO_064Ulmus americana L.",-88.160721,31.854295,2018,-1.1
"neonLENO_064Liquidambar styraciflua L.",-88.160721,31.854295,2018,0.6
"neonLENO_064Quercus nigra L.",-88.160721,31.854295,2018,1.7
"neonLENO_064Quercus nigra L.",-88.160721,31.854295,2018,1.7
"neonLENO_012Quercus nigra L.",-88.179966,31.80812,2018,2.6
"neonLENO_012Ulmus americana L.",-88.179966,31.80812,2018,-0.1
"neonLENO_012Carpinus caroliniana Walter",-88.179966,31.80812,2018,3.2
"neonLENO_001Platanus occidentalis L.",-88.177623,31.824646,2018,4.8
"neonLENO_001Fraxinus pennsylvanica Marshall",-88.177623,31.824646,2018,5.8
"neonLENO_001Fraxinus pennsylvanica Marshall",-88.177623,31.824646,2018,5.2
"neonLENO_061Carpinus caroliniana Walter",-88.163277,31.857544,2018,3.1
"neonLENO_061Ulmus americana L.",-88.163277,31.857544,2018,0.3
"neonLENO_061Celtis laevigata Willd.",-88.163277,31.857544,2018,-0.6
"neonLENO_062Fraxinus pennsylvanica Marshall",-88.161742,31.857054,2018,0.4
"neonLENO_062Ulmus americana L.",-88.161742,31.857054,2018,-0.5
"neonLENO_062Quercus nigra L.",-88.161742,31.857054,2018,1.5
"neonTALL_044Pinus echinata Mill.",-87.397606,32.952869,2017,-3.2
"neonTALL_044Liriodendron tulipifera L.",-87.397606,32.952869,2017,-3.5
"neonTALL_047Pinus taeda L.",-87.398914,32.951498,2017,-2.4
"neonTALL_047Liquidambar styraciflua L.",-87.398914,32.951498,2017,-3
"neonTALL_047Liquidambar styraciflua L.",-87.398914,32.951498,2017,-3
"neonTALL_047Liriodendron tulipifera L.",-87.398914,32.951498,2017,-2.6
"neonTALL_044Pinus echinata Mill.",-87.397606,32.952869,2017,-3.8
"neonTALL_054Liriodendron tulipifera L.",-87.397268,32.948795,2017,-5.5
"neonTALL_054Pinus echinata Mill.",-87.397268,32.948795,2017,-3.3
"neonTALL_054Pinus palustris Mill.",-87.397268,32.948795,2017,-5.8
"neonTALL_051Quercus alba L.",-87.397294,32.950156,2017,-4
"neonTALL_051Pinus taeda L.",-87.397294,32.950156,2017,-2.4
"neonTALL_051Pinus palustris Mill.",-87.397294,32.950156,2017,-3.7
"neonTALL_007Pinus palustris Mill.",-87.42694,32.974426,2017,-3
"neonTALL_007Pinus palustris Mill.",-87.42694,32.974426,2017,-3
"neonTALL_007Quercus alba L.",-87.42694,32.974426,2017,-4.6
"neonTALL_001Nyssa sylvatica Marshall",-87.432705,32.977665,2017,-2.1
"neonTALL_007Liriodendron tulipifera L.",-87.42694,32.974426,2017,-3.3
"neonTALL_001Nyssa sylvatica Marshall",-87.432705,32.977665,2017,-3.2
"neonTALL_001Nyssa sylvatica Marshall",-87.432705,32.977665,2017,-5.7
"neonTALL_004Pinus palustris Mill.",-87.432614,32.957884,2017,-3.9
"neonTALL_004Pinus palustris Mill.",-87.432614,32.957884,2017,-6
"neonTALL_004Pinus taeda L.",-87.432614,32.957884,2017,-3.6
"neonTALL_008Quercus alba L.",-87.433389,32.921617,2017,-2
"neonTALL_008Quercus alba L.",-87.433389,32.921617,2017,-2
"neonTALL_008Quercus montana Willd.",-87.433389,32.921617,2017,-3.4
"neonTALL_008Quercus montana Willd.",-87.433389,32.921617,2017,-0.9
"neonTALL_002Quercus montana Willd.",-87.428895,32.922166,2017,-4.4
"neonTALL_002Liquidambar styraciflua L.",-87.428895,32.922166,2017,-4.2
"neonTALL_002Pinus taeda L.",-87.428895,32.922166,2017,-4
"neonTALL_006Quercus falcata Michx.",-87.446131,32.898842,2017,-2.8
"neonTALL_006Quercus falcata Michx.",-87.446131,32.898842,2017,-2.1
"neonTALL_006Liquidambar styraciflua L.",-87.446131,32.898842,2017,-4.8
"neonTALL_013Nyssa sylvatica Marshall",-87.454392,32.884748,2017,-5.4
"neonTALL_013Pinus palustris Mill.",-87.454392,32.884748,2017,-5.3
"neonTALL_013Pinus palustris Mill.",-87.454392,32.884748,2017,-5
"neonTALL_013Pinus palustris Mill.",-87.454392,32.884748,2017,-7
"neonTALL_005Quercus falcata Michx.",-87.397336,32.897137,2017,-2.8
"neonTALL_005Pinus palustris Mill.",-87.397336,32.897137,2017,-2.2
"neonTALL_005Pinus palustris Mill.",-87.397336,32.897137,2017,-4.5
"neonTALL_003Quercus falcata Michx.",-87.415333,32.893534,2017,-0.7
"neonTALL_003Liquidambar styraciflua L.",-87.415333,32.893534,2017,-4.1
"neonTALL_003Liquidambar styraciflua L.",-87.415333,32.893534,2017,-2.3
"neonTALL_009Quercus alba L.",-87.406687,32.899787,2017,-3.3
"neonTALL_009Liquidambar styraciflua L.",-87.406687,32.899787,2017,-3.6
"neonTALL_009Quercus alba L.",-87.406687,32.899787,2017,-2
"neonTALL_047Pinus taeda L.",-87.398914,32.951498,2021,-2.8
"neonTALL_047Liriodendron tulipifera L.",-87.398914,32.951498,2021,-3.9
"neonTALL_047Liquidambar styraciflua L.",-87.398914,32.951498,2021,-3
"neonTALL_044Pinus echinata Mill.",-87.397606,32.952869,2021,-3.7
"neonTALL_044Liriodendron tulipifera L.",-87.397606,32.952869,2021,-4.6
"neonTALL_051Pinus taeda L.",-87.397294,32.950156,2021,-2.3
"neonTALL_054Pinus palustris Mill.",-87.397268,32.948795,2021,-3.5
"neonTALL_054Pinus echinata Mill.",-87.397268,32.948795,2021,-3.2
"neonTALL_054Pinus echinata Mill.",-87.397268,32.948795,2021,-3.3
"neonTALL_005Quercus falcata Michx.",-87.397336,32.897137,2021,-3
"neonTALL_005Carya tomentosa (Lam.) Nutt.",-87.397336,32.897137,2021,-1.5
"neonTALL_005Pinus palustris Mill.",-87.397336,32.897137,2021,-2.8
"neonTALL_009Quercus alba L.",-87.406687,32.899787,2021,-3.2
"neonTALL_009Quercus nigra L.",-87.406687,32.899787,2021,-2.1
"neonTALL_006Liquidambar styraciflua L.",-87.446131,32.898842,2021,-4.7
"neonTALL_006Acer rubrum L.",-87.446131,32.898842,2021,-4.1
"neonTALL_006Pinus palustris Mill.",-87.446131,32.898842,2021,-2.5
"neonTALL_010Quercus montana Willd.",-87.418704,32.926835,2021,-1.8
"neonTALL_010Pinus echinata Mill.",-87.418704,32.926835,2021,-0.7
"neonTALL_010Quercus alba L.",-87.418704,32.926835,2021,-3.2
"neonTALL_010Quercus velutina Lam.",-87.418704,32.926835,2021,-2.5
"neonTALL_002Pinus taeda L.",-87.428895,32.922166,2021,-3.5
"neonTALL_002Carya tomentosa (Lam.) Nutt.",-87.428895,32.922166,2021,-1.8
"neonTALL_002Liquidambar styraciflua L.",-87.428895,32.922166,2021,-4.8
"neonTALL_008Quercus alba L.",-87.433389,32.921617,2021,-2.5
"neonTALL_008Quercus montana Willd.",-87.433389,32.921617,2021,-3
"neonTALL_008Quercus nigra L.",-87.433389,32.921617,2021,-1.5
"neonTALL_008Quercus nigra L.",-87.433389,32.921617,2021,-1.6
"neonTALL_001Liriodendron tulipifera L.",-87.432705,32.977665,2021,-4.1
"neonTALL_004Pinus taeda L.",-87.432614,32.957884,2021,-3.7
"neonTALL_004Pinus palustris Mill.",-87.432614,32.957884,2021,-4.7
"neonTALL_004Pinus echinata Mill.",-87.432614,32.957884,2021,-4.3
"neonTALL_004Vaccinium arboreum Marshall",-87.432614,32.957884,2021,0.3
"neonTALL_004Vaccinium arboreum Marshall",-87.432614,32.957884,2021,0.3
"neonTALL_053Quercus falcata Michx.",-87.3944,32.949102,2021,-4
"neonTALL_053Pinus palustris Mill.",-87.3944,32.949102,2021,-3.6
"neonTALL_053Quercus stellata Wangenh.",-87.3944,32.949102,2021,-1.2
"neonTALL_053Pinus taeda L.",-87.3944,32.949102,2021,-2.5
"neonTALL_053Quercus rubra L.",-87.3944,32.949102,2021,-2.8
"neonTALL_052Quercus marilandica Münchh.",-87.395672,32.949358,2021,-3.5
"neonTALL_052Quercus falcata Michx.",-87.395672,32.949358,2021,-3.8
"neonTALL_052Nyssa sylvatica Marshall",-87.395672,32.949358,2021,-3.6
"neonDCFS_003NA",-99.184204,47.206173,2019,0.2
"neonDCFS_013NA",-99.171564,47.205682,2019,-0.2
"neonDCFS_002NA",-99.169577,47.207302,2019,-0.6
"neonDCFS_001NA",-99.16681,47.207842,2019,0.1
"neonDCFS_010NA",-99.171961,47.209998,2019,-2
"neonDCFS_008NA",-99.118452,47.163711,2019,-0.7
"neonDCFS_007NA",-99.115691,47.163429,2019,-0.7
"neonDCFS_006NA",-99.05087,47.173174,2019,1.6
"neonDCFS_004NA",-99.051268,47.171565,2019,-2.5
"neonDCFS_012NA",-99.058774,47.16941,2019,0
"neonDCFS_015NA",-99.111308,47.154005,2019,-1.1
"neonDCFS_016NA",-99.114094,47.156969,2019,0.7
"neonDCFS_009NA",-99.185022,47.210512,2019,-5.3
"neonDCFS_011NA",-99.173924,47.202167,2019,0.6
"neonDCFS_011NA",-99.173924,47.202167,2019,0.4
"neonDCFS_065NA",-99.11068,47.160965,2019,-1
"neonDCFS_062NA",-99.110281,47.162314,2019,-2.1
"neonDCFS_067NA",-99.109882,47.163131,2019,-2.9
"neonDCFS_014NA",-99.057536,47.119264,2019,-1
"neonDCFS_005NA",-99.166392,47.19814,2019,1.5
"neonDCFS_063NA",-99.110683,47.16475,2019,0.9
"neonNOGP_065NA",-100.91806,46.770139,2020,-1.6
"neonNOGP_062NA",-100.919713,46.772266,2020,-3.1
"neonNOGP_064NA",-100.913769,46.770749,2020,-0.4
"neonNOGP_006NA",-100.916842,46.769079,2020,-2.7
"neonNOGP_010NA",-100.916361,46.765843,2020,2.1
"neonNOGP_061NA",-100.912511,46.76806,2020,1.2
"neonNOGP_007NA",-100.904219,46.811941,2020,-3.7
"neonNOGP_012NA",-100.915884,46.786096,2020,-0.8
"neonNOGP_005NA",-100.915127,46.786915,2020,-2.6
"neonNOGP_015NA",-100.911927,46.785603,2020,-2.3
"neonNOGP_008NA",-100.907936,46.783513,2020,-4.3
"neonNOGP_002NA",-100.911965,46.798586,2020,-3
"neonNOGP_002NA",-100.911965,46.798586,2020,-3.1
"neonNOGP_009NA",-100.914474,46.801783,2020,-3.2
"neonNOGP_003NA",-100.916415,46.800934,2020,-1.7
"neonNOGP_016NA",-100.917702,46.781753,2020,-2.3
"neonNOGP_041NA",-100.921628,46.781417,2020,-3.3
"neonNOGP_011NA",-100.920393,46.779813,2020,-2.2
"neonNOGP_013NA",-100.919404,46.774433,2020,-3
"neonNOGP_001NA",-100.915421,46.806092,2020,-2.7
"neonNOGP_014NA",-100.903673,46.80763,2020,-2.7
"neonWOOD_043NA",-99.242763,47.131002,2016,0.6
"neonWOOD_044NA",-99.243528,47.12829,2016,-1.8
"neonWOOD_045NA",-99.246302,47.127465,2016,-0.4
"neonWOOD_042NA",-99.245921,47.129092,2016,2.9
"neonWOOD_001NA",-99.257768,47.128258,2016,0.8
"neonWOOD_003NA",-99.239944,47.118581,2016,-1.9
"neonWOOD_003NA",-99.239944,47.118581,2016,-2.1
"neonWOOD_004NA",-99.253801,47.12584,2016,0.6
"neonWOOD_023NA",-99.26727,47.130118,2016,6.2
"neonWOOD_007NA",-99.249895,47.134755,2016,-2.1
"neonWOOD_021NA",-99.247579,47.146637,2016,2.8
"neonWOOD_006NA",-99.247173,47.142318,2016,-0.5
"neonWOOD_005NA",-99.251928,47.149339,2016,-1.4
"neonWOOD_002NA",-99.232896,47.136134,2016,3
"neonWOOD_027NA",-99.255109,47.148243,2016,2.8
"neonWOOD_008NA",-99.21116,47.142128,2016,-1.7
"neonWOOD_025NA",-99.257096,47.149296,2016,2.8
"neonWOOD_009NA",-99.232933,47.145051,2016,0
"neonWOOD_022NA",-99.263444,47.146348,2016,4.1
"neonWOOD_010NA",-99.225413,47.146681,2016,0.2
"neonWOOD_024NA",-99.262648,47.151171,2016,4.2
"neonWOOD_043NA",-99.242763,47.131002,2021,NA
"neonWOOD_043NA",-99.242763,47.131002,2021,-0.4
"neonWOOD_042NA",-99.245921,47.129092,2021,7.1
"neonWOOD_042NA",-99.245921,47.129092,2021,NA
"neonWOOD_045NA",-99.246302,47.127465,2021,-1.6
"neonWOOD_045NA",-99.246302,47.127465,2021,NA
"neonWOOD_001NA",-99.257768,47.128258,2021,NA
"neonWOOD_001NA",-99.257768,47.128258,2021,-0.7
"neonWOOD_004NA",-99.253801,47.12584,2021,0.5
"neonWOOD_004NA",-99.253801,47.12584,2021,NA
"neonWOOD_007NA",-99.249895,47.134755,2021,-3.3
"neonWOOD_007NA",-99.249895,47.134755,2021,NA
"neonWOOD_011NA",-99.263721,47.129592,2021,NA
"neonWOOD_011NA",-99.263721,47.129592,2021,1.3
"neonWOOD_002NA",-99.232896,47.136134,2021,NA
"neonWOOD_002NA",-99.232896,47.136134,2021,1.8
"neonWOOD_024NA",-99.262648,47.151171,2021,NA
"neonWOOD_024NA",-99.262648,47.151171,2021,2.7
"neonWOOD_022NA",-99.263444,47.146348,2021,NA
"neonWOOD_022NA",-99.263444,47.146348,2021,0.8
"neonWOOD_010NA",-99.225413,47.146681,2021,-1.1
"neonWOOD_010NA",-99.225413,47.146681,2021,NA
"neonWOOD_009NA",-99.232933,47.145051,2021,-0.9
"neonWOOD_009NA",-99.232933,47.145051,2021,NA
"neonWOOD_009NA",-99.232933,47.145051,2021,-0.9
"neonWOOD_009NA",-99.232933,47.145051,2021,NA
"neonWOOD_013NA",-99.229336,47.137759,2021,4.5
"neonWOOD_013NA",-99.229336,47.137759,2021,NA
"neonWOOD_005NA",-99.251928,47.149339,2021,1.8
"neonWOOD_005NA",-99.251928,47.149339,2021,NA
"neonWOOD_021NA",-99.247579,47.146637,2021,NA
"neonWOOD_021NA",-99.247579,47.146637,2021,2.3
"neonWOOD_008NA",-99.21116,47.142128,2021,NA
"neonWOOD_008NA",-99.21116,47.142128,2021,0
"neonWOOD_006NA",-99.247173,47.142318,2021,NA
"neonWOOD_006NA",-99.247173,47.142318,2021,-1
"neonWOOD_012NA",-99.23405,47.129131,2021,0.4
"neonWOOD_012NA",-99.23405,47.129131,2021,NA
"neonWOOD_044NA",-99.243528,47.12829,2021,-1.2
"neonWOOD_044NA",-99.243528,47.12829,2021,NA
"neonWOOD_003NA",-99.239944,47.118581,2021,NA
"neonWOOD_003NA",-99.239944,47.118581,2021,-1.9
"neonCPER_047NA",-104.746715,40.818371,2021,0.4
"neonCPER_047NA",-104.746715,40.818371,2021,0.3
"neonCPER_046NA",-104.747096,40.817297,2021,0.9
"neonCPER_045NA",-104.750288,40.817292,2021,2.2
"neonCPER_048NA",-104.748858,40.818931,2021,2.6
"neonCPER_013NA",-104.71284,40.821979,2021,2
"neonCPER_003NA",-104.707164,40.818451,2021,1.7
"neonCPER_004NA",-104.696873,40.81275,2021,0.6
"neonCPER_014NA",-104.697947,40.807905,2021,0.1
"neonCPER_006NA",-104.748078,40.814769,2021,1.3
"neonCPER_001NA",-104.699535,40.850866,2021,4.2
"neonCPER_009NA",-104.745903,40.82612,2021,-0.3
"neonCPER_010NA",-104.681398,40.85001,2021,4.1
"neonCPER_016NA",-104.756306,40.804501,2021,0.1
"neonCPER_008NA",-104.749212,40.798822,2021,-2.4
"neonCPER_007NA",-104.683832,40.861915,2021,0.7
"neonCPER_002NA",-104.729248,40.810934,2021,1.4
"neonCPER_011NA",-104.703366,40.866286,2021,-1.6
"neonCPER_012NA",-104.771251,40.802126,2021,1.4
"neonCPER_005NA",-104.728006,40.853093,2021,2.8
"neonCPER_015NA",-104.744736,40.853133,2021,0
"neonRMNP_004Populus tremuloides Michx.",-105.54091,40.186823,2020,-6.9
"neonRMNP_004Populus tremuloides Michx.",-105.54091,40.186823,2020,-6.9
"neonRMNP_004Picea engelmannii Parry ex Engelm.",-105.54091,40.186823,2020,-5.6
"neonRMNP_004Pinus contorta Douglas ex Loudon var. latifolia Engelm. ex S. Watson",-105.54091,40.186823,2020,-6.7
"neonRMNP_011Pseudotsuga menziesii (Mirb.) Franco",-105.512508,40.203699,2020,-2.1
"neonRMNP_011Pinus ponderosa Lawson & C. Lawson var. scopulorum Engelm.",-105.512508,40.203699,2020,-5
"neonRMNP_044Populus tremuloides Michx.",-105.546207,40.27733,2020,0.6
"neonRMNP_044Picea engelmannii Parry ex Engelm.",-105.546207,40.27733,2020,-0.5
"neonRMNP_044Picea engelmannii Parry ex Engelm.",-105.546207,40.27733,2020,-0.5
"neonRMNP_041Populus tremuloides Michx.",-105.546756,40.275899,2020,1
"neonRMNP_041Pinus contorta Douglas ex Loudon var. latifolia Engelm. ex S. Watson",-105.546756,40.275899,2020,0
"neonRMNP_020Populus tremuloides Michx.",-105.468403,40.197385,2020,-5.7
"neonRMNP_020Pinus contorta Douglas ex Loudon var. latifolia Engelm. ex S. Watson",-105.468403,40.197385,2020,-4.8
"neonRMNP_019Pinus flexilis James",-105.491303,40.195931,2020,-2.2
"neonRMNP_019Pinus ponderosa Lawson & C. Lawson var. scopulorum Engelm.",-105.491303,40.195931,2020,-3.6
"neonRMNP_009Pinus ponderosa Lawson & C. Lawson var. scopulorum Engelm.",-105.481127,40.20327,2020,-4.8
"neonRMNP_009Pinus flexilis James",-105.481127,40.20327,2020,-5.1
"neonRMNP_009Populus tremuloides Michx.",-105.481127,40.20327,2020,-4.4
"neonRMNP_009Pseudotsuga menziesii (Mirb.) Franco",-105.481127,40.20327,2020,-3.3
"neonRMNP_005Pinus contorta Douglas ex Loudon var. latifolia Engelm. ex S. Watson",-105.526306,40.167943,2020,-5.1
"neonRMNP_005Pinus flexilis James",-105.526306,40.167943,2020,-5.1
"neonRMNP_005Pinus ponderosa Lawson & C. Lawson var. scopulorum Engelm.",-105.526306,40.167943,2020,-6.1
"neonRMNP_005Pseudotsuga menziesii (Mirb.) Franco",-105.526306,40.167943,2020,-4.4
"neonRMNP_006Pinus contorta Douglas ex Loudon var. latifolia Engelm. ex S. Watson",-105.543533,40.158144,2020,-4.7
"neonRMNP_006Picea engelmannii Parry ex Engelm.",-105.543533,40.158144,2020,-8
"neonRMNP_006Abies lasiocarpa (Hook.) Nutt. var. lasiocarpa",-105.543533,40.158144,2020,-6.9
"neonRMNP_016Pinus ponderosa Lawson & C. Lawson var. scopulorum Engelm.",-105.475488,40.154382,2020,-5.5
"neonSTER_012NA",-103.029801,40.460053,2017,5.3
"neonSTER_011NA",-103.031538,40.461168,2017,4.7
"neonSTER_006NA",-103.035332,40.463935,2017,5.3
"neonSTER_018NA",-103.0346,40.465261,2017,3.6
"neonSTER_032NA",-103.025102,40.472029,2017,2.7
"neonSTER_028NA",-103.018333,40.473273,2017,1.9
"neonSTER_035NA",-103.016662,40.469719,2017,4.8
"neonSTER_031NA",-103.011685,40.470725,2017,1.2
"neonSTER_031NA",-103.011685,40.470725,2017,2.1
"neonSTER_029NA",-103.011749,40.468561,2017,4.2
"neonSTER_034NA",-103.019238,40.478666,2017,1.5
"neonSTER_027NA",-103.018821,40.480827,2017,4.1
"neonSTER_033NA",-103.011866,40.47639,2017,3.2
"neonCLBJ_036NA",-97.57995,33.397578,2019,-3.4
"neonCLBJ_045Ulmus crassifolia Nutt.",-97.568252,33.403397,2019,-0.8
"neonCLBJ_045Ulmus crassifolia Nutt.",-97.568252,33.403397,2019,-1
"neonCLBJ_046Morus rubra L.",-97.58341,33.403571,2019,-1.9
"neonCLBJ_046Ulmus alata Michx.",-97.58341,33.403571,2019,-2.2
"neonCLBJ_046Quercus marilandica Münchh.",-97.58341,33.403571,2019,-1.9
"neonCLBJ_046Ulmus alata Michx.",-97.58341,33.403571,2019,-2.4
"neonCLBJ_046Quercus stellata Wangenh.",-97.58341,33.403571,2019,-1
"neonCLBJ_046Quercus stellata Wangenh.",-97.58341,33.403571,2019,-1
"neonCLBJ_008Prunus mexicana S. Watson",-97.569922,33.399913,2019,-0.8
"neonCLBJ_008Prunus mexicana S. Watson",-97.569922,33.399913,2019,-0.9
"neonCLBJ_008Ulmus alata Michx.",-97.569922,33.399913,2019,-1.7
"neonCLBJ_008Quercus stellata Wangenh.",-97.569922,33.399913,2019,-1.5
"neonCLBJ_028Celtis laevigata Willd.",-97.570531,33.401799,2019,-0.7
"neonCLBJ_028Juniperus virginiana L.",-97.570531,33.401799,2019,-0.4
"neonCLBJ_016Sideroxylon lanuginosum Michx.",-97.570476,33.404775,2019,-0.8
"neonCLBJ_016Celtis laevigata Willd.",-97.570476,33.404775,2019,-2.1
"neonCLBJ_038Sideroxylon lanuginosum Michx.",-97.597098,33.414259,2019,-2.9
"neonCLBJ_038Quercus stellata Wangenh.",-97.597098,33.414259,2019,-1.8
"neonCLBJ_043Juniperus virginiana L.",-97.595224,33.409931,2019,-3.5
"neonCLBJ_043Ulmus crassifolia Nutt.",-97.595224,33.409931,2019,-4.6
"neonCLBJ_043Quercus marilandica Münchh.",-97.595224,33.409931,2019,-0.4
"neonCLBJ_052Sideroxylon lanuginosum Michx.",-97.619581,33.399631,2019,-1.8
"neonCLBJ_052Quercus stellata Wangenh.",-97.619581,33.399631,2019,-3.2
"neonCLBJ_040Prunus mexicana S. Watson",-97.646691,33.378824,2019,-3.7
"neonCLBJ_040Prunus mexicana S. Watson",-97.646691,33.378824,2019,-3.5
"neonCLBJ_040Juniperus virginiana L.",-97.646691,33.378824,2019,-1.6
"neonCLBJ_040Quercus stellata Wangenh.",-97.646691,33.378824,2019,-2
"neonCLBJ_051Quercus shumardii Buckley",-97.594595,33.369609,2019,-3.4
"neonCLBJ_051Quercus fusiformis Small",-97.594595,33.369609,2019,-3.5
"neonCLBJ_051Quercus marilandica Münchh.",-97.594595,33.369609,2019,-2.1
"neonCLBJ_047Quercus fusiformis Small",-97.602762,33.3832,2019,-1.8
"neonCLBJ_047Quercus marilandica Münchh.",-97.602762,33.3832,2019,-1.4
"neonCLBJ_021Prunus mexicana S. Watson",-97.569922,33.398814,2019,-1.2
"neonCLBJ_021Celtis laevigata Willd.",-97.569922,33.398814,2019,-1.8
"neonCLBJ_022Quercus shumardii Buckley",-97.572393,33.406164,2019,-0.7
"neonCLBJ_022Quercus marilandica Münchh.",-97.572393,33.406164,2019,-0.1
"neonCLBJ_022Juniperus virginiana L.",-97.572393,33.406164,2019,-1.9
"neonCLBJ_034NA",-97.57765,33.321251,2019,-2.3
"neonCLBJ_039NA",-97.583638,33.329427,2019,-5.5
"neonCLBJ_001NA",-97.568339,33.397987,2019,-4
"neonCLBJ_030NA",-97.567356,33.398512,2019,-4.6
"neonCLBJ_031NA",-97.595151,33.375278,2019,-6.2
"neonCLBJ_026Juniperus virginiana L.",-97.569543,33.403422,2019,-1
"neonCLBJ_047NA",-97.602762,33.3832,2019,-2.6
"neonOAES_013NA",-99.058566,35.408094,2018,-4.6
"neonOAES_010NA",-99.06056,35.399175,2018,-5.8
"neonOAES_008NA",-99.063188,35.395379,2018,-5.7
"neonOAES_044NA",-99.059225,35.404309,2018,-3.3
"neonOAES_044NA",-99.059225,35.404309,2018,-3.2
"neonOAES_043NA",-99.058568,35.405108,2018,-5.1
"neonOAES_012NA",-99.064829,35.402943,2018,-7.3
"neonOAES_011NA",-99.069797,35.400509,2018,-1.2
"neonOAES_045NA",-99.057569,35.410788,2018,-2.7
"neonOAES_042NA",-99.056266,35.408887,2018,-6.8
"neonOAES_022NA",-99.06485,35.411053,2018,-5.5
"neonOAES_023NA",-99.056933,35.413507,2018,-3.7
"neonOAES_003NA",-99.069792,35.412139,2018,-6.2
"neonOAES_001NA",-99.058259,35.412699,2018,-4.9
"neonOAES_021NA",-99.074095,35.411869,2018,-5.3
"neonOAES_004NA",-99.085338,35.41213,2018,-1.3
"neonOAES_007NA",-99.057264,35.419991,2018,-7
"neonOAES_005NA",-99.080041,35.404299,2018,-7
"neonOAES_009NA",-99.050317,35.420795,2018,-4.7
"neonOAES_002NA",-99.052304,35.419716,2018,-1.9
"neonOAES_006NA",-99.048669,35.420259,2018,-6.5
"neonYELL_002Artemisia tridentata Nutt.",-110.634896,44.932467,2020,-0.6
"neonYELL_005Artemisia tridentata Nutt.",-110.631377,44.948383,2020,-1.7
"neonYELL_005Artemisia tridentata Nutt.",-110.631377,44.948383,2020,-2
"neonYELL_011Artemisia tridentata Nutt.",-110.59138,44.957159,2020,0.5
"neonYELL_010Artemisia tridentata Nutt.",-110.395165,44.916045,2020,-0.4
"neonYELL_003Artemisia tridentata Nutt.",-110.533202,44.954777,2020,-1
"neonYELL_012Juniperus communis L.",-110.433659,44.944613,2020,-3.7
"neonYELL_012Pseudotsuga menziesii (Mirb.) Franco",-110.433659,44.944613,2020,-4.4
"neonYELL_012Pinus contorta Douglas ex Loudon",-110.433659,44.944613,2020,-4.4
"neonYELL_022Pseudotsuga menziesii (Mirb.) Franco",-110.432189,44.938373,2020,-3.9
"neonYELL_022Juniperus communis L.",-110.432189,44.938373,2020,-3.4
"neonYELL_022Pinus contorta Douglas ex Loudon",-110.432189,44.938373,2020,-4.8
"neonYELL_021Juniperus communis L.",-110.418459,44.904015,2020,-3.7
"neonYELL_021Pinus contorta Douglas ex Loudon",-110.418459,44.904015,2020,-5.2
"neonYELL_021Pseudotsuga menziesii (Mirb.) Franco",-110.418459,44.904015,2020,-4.9
